Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cavo-di-connessione-display-bch3611-1500mm,Cavo di connessione display BCH3611 - 1500mm,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,EB12120005,0.0,shopify,deny,manual,14.90,,true,true,'4054289005399,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-83029_cd031bd0-26da-45dd-a517-7309ca5ea039.jpg?v=1754584151,1,Cavo di connessione display BCH3611 - 1500mm,false,Cavo di connessione display BCH3611 - 1500mm,,,,,56.83035,new,FALSE,Bosch,,,,,,,,,,g,,9.20,active
mozzo-anteriore-deore-xt-hb-m8110-32-fori-100mm,"Mozzo anteriore Deore XT HB-M8110, 32 fori, 100mm",,SHIMANO,Parts,Parts,"accessory, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,EHBM8110BX,0.0,shopify,deny,manual,71.00,,true,true,'192790447766,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/65-75174.jpg?v=1754584150,1,"Mozzo anteriore Deore XT HB-M8110, 32 fori, 100mm",false,"Mozzo anteriore Deore XT HB-M8110, 32 fori, 100mm",,,,,65.75174,new,FALSE,SHIMANO,,,,,,,,,,g,,59.00,active
fox-18-transfer-int-die-cast-bottom-cap,FOX 18 Transfer Int Die-Cast Bottom Cap,,FOX,Parts > Seatpost,Parts > Seatpost,"accessory, FOX, imported-2025-08-07, imported-ecom, Sattelstütze, Teile",true,Title,Default Title,,,,,,,,825-07-002-KIT,0.0,shopify,deny,manual,72.00,,true,true,'611056194430,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/30-69827.jpg?v=1754584149,1,FOX 18 Transfer Int Die-Cast Bottom Cap,false,FOX 18 Transfer Int Die-Cast Bottom Cap,,,,,30.69827,new,FALSE,FOX,,,,,,,,,,g,,48.00,active
leader-24-silver-orange,Leader 24 - silver / orange,,Mondraker,Bikes > Mountain Bike > Jugend,Bikes > Mountain Bike > Jugend,"bike, imported-2025-08-07, imported-ecom, junior, Mondraker, mountain, Mountainbike, traditional, Velos, youth",true,Title,Default Title,,,,,,,,011.23205,12000.0,shopify,deny,manual,490.00,849.00,true,true,'8435392859226,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1663673651-2600-6329a533a35b4515981311-leader-24.jpg?v=1754584149,1,Leader 24 - silver / orange,false,Copy of Mondraker - Leader 24 - Black/Red,,,,,7002301390,new,FALSE,Mondraker,,,,,,,,,,g,,595.00,active
out-front-mount-222-35mm,Out Front mount 22.2 - 35mm,,Quad Lock,Accessories > Handy,Accessories > Handy,"accessory, Handy, imported-2025-08-07, imported-ecom, Quad Lock, Zubehör",true,Title,Default Title,,,,,,,,313-065-6523,0.0,shopify,deny,manual,49.90,49.90,true,true,'9348943010931,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/quad-lock-out-front-mount-v2.jpg?v=1754584148,1,Out Front mount 22.2 - 35mm,false,Quad Lock - Front mount,,,,,313-065-6523,new,FALSE,Quad Lock,,,,,,,,,,g,,30.00,active
instinct-carbon-50-brown-blue,Instinct Carbon 50 Brown / Blue,,Rocky Mountain,Bikes > Mountain Bike > Fully,Bikes > Mountain Bike > Fully,"bike, carbon-frame, full-suspension, fully, imported-2025-08-07, imported-ecom, lightweight, mountain, Mountainbike, Rocky Mountain, traditional, Velos",true,Title,Default Title,,,,,,,,B0216MD94,20000.0,shopify,deny,manual,3599.00,5999.00,true,true,'770416437591,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/screenshot-2023-01-11-at-103227.png?v=1754584148,1,Instinct Carbon 50 Brown / Blue,false,Instinct Carbon 50,,,,,B0216MD94,new,FALSE,Rocky Mountain,,,,,,,,,,g,,2500.00,active
zircus-grey-20,Zircus Grey 20,,NS Bikes,E-Bikes > Bike Sale,E-Bikes > Bike Sale,"discount, e-bike, E-Bikes, imported-2025-08-07, imported-ecom, NS Bikes, sale, Velo Sale",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,629.00,959.00,true,true,'2100000109220,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1454960-2021-12-01-18-22-17-1080p.jpg?v=1754584146,1,Zircus Grey 20,false,Zircus Grey 20,,,,,,new,FALSE,NS Bikes,,,,,,,,,,g,,564.00,active
var-smonta-ruota-libera-rl-62400-c-per-shimano,VAR - Smonta Ruota libera RL-62400-C per Shimano,,VAR,Accessories > Tools,Accessories > Tools,"imported-2025-08-07, imported-ecom, maintenance, repair, shimano, tool, VAR, Werkstatt / Werkzeuge, workshop, Zubehör",true,Title,Default Title,,,,,,,,25.58122,0.0,shopify,deny,manual,31.90,,true,true,'3435540006248,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/25-58122.jpg?v=1754584145,1,VAR - Smonta Ruota libera RL-62400-C per Shimano,false,VAR - Smonta Ruota libera RL-62400-C per Shimano,,,,,25.58122,new,FALSE,VAR,,,,,,,,,,g,,17.50,active
supporto-slim-per-unit-di-comando-led-brc3600,Supporto slim per unità di comando LED BRC3600,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,EB1320000C,0.0,shopify,deny,manual,11.90,,true,true,'4054289006389,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-83027.jpg?v=1754584144,1,Supporto slim per unità di comando LED BRC3600,false,Supporto slim per unità di comando LED BRC3600,,,,,56.83027,new,FALSE,Bosch,,,,,,,,,,g,,7.20,active
befestigungsbrille-b4244-fuer-catena-a0809-bosch-gen3-schwarz,Befestigungsbrille B42/44 für Catena A08/09 Bosch Gen3 schwarz,,Horn,Parts,Parts,"accessory, e-bike, electric, Horn, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,34.75674,0.0,shopify,deny,manual,12.90,19.90,true,true,'4026455131355,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/34-75674.jpg?v=1754584144,1,Befestigungsbrille B42/44 für Catena A08/09 Bosch Gen3 schwarz,false,Befestigungsbrille B42/44 für Catena A08/09 Bosch Gen3 schwarz,,,,,34.75674,new,FALSE,Horn,,,,,,,,,,g,,11.50,active
two-kid-seater-load-60-my2020,Two kid seater Load 60 MY2020,,RIESE & MÜLLER,Accessories > Rain Protection,Accessories > Rain Protection,"accessory, imported-2025-08-07, imported-ecom, Regenschutz, RIESE & MÜLLER, Zubehör",true,Title,Default Title,,,,,,,,VBK0273,0.0,shopify,deny,manual,263.00,,true,true,,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/vbk0273-32.jpg?v=1754584142,1,Two kid seater Load 60 MY2020,false,Two kid seater Load 60 MY2020,,,,,VBK0273,new,FALSE,RIESE & MÜLLER,,,,,,,,,,g,,152.63,active
traction-pads-for-candy-23-model-2017,Traction Pads for Candy 2/3 (Model 2017+),,CRANK BROTHERS,Parts > Pedals,Parts > Pedals,"accessory, CRANK BROTHERS, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'16217,0.0,shopify,deny,manual,7.90,11.90,true,true,'641300162175,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/452106-2021-02-20-02-17-04-1080p.jpg?v=1754584142,1,Traction Pads for Candy 2/3 (Model 2017+),false,Traction Pads for Candy 2/3 (Model 2017+),,,,,,new,FALSE,CRANK BROTHERS,,,,,,,,,,g,,6.00,active
supporto-bottone-universale-ush22-32,Supporto bottone universale USH22-32,,Supernova,Accessories > Lights,Accessories > Lights,"imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, sale, Supernova, visibility, Zubehör",true,Title,Default Title,,,,,,,,600.003.086,0.0,shopify,deny,manual,11.50,,true,true,'4260224791085,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/supernova-ush22-32-halterung.png?v=1754584142,1,Supporto bottone universale USH22-32,false,Supporto bottone universale USH22-32,,,,,600.003.086,new,FALSE,Supernova,,,,,,,,,,g,,6.30,active
cyclone-gel-glove-screaming-yellow,Cyclone Gel Glove - Screaming Yellow,,Pearl iZUMi,Accessories > Clothing > Handschuhe,Accessories > Clothing > Handschuhe,"apparel, Bekleidung, clothing, gear, imported-2025-08-07, imported-ecom, Pearl iZUMi, Zubehör",true,Variant,Default,,,,,,,,14142009428XL,0.0,shopify,deny,manual,21.90,,true,true,'191234689106,,,,false,Cyclone Gel Glove - Screaming Yellow,,,,,,new,FALSE,Pearl iZUMi,,,,,,,,,,g,,29.95,active
attrezzo-di-montaggio-star-ratchet-w20-x-1,Attrezzo Di Montaggio Star Ratchet W20 x 1,,DT Swiss,Accessories > Tools,Accessories > Tools,"DT Swiss, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör",true,Title,Default Title,,,,,,,,491-016-08387,0.0,shopify,deny,manual,66.00,,true,true,'7613052283883,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/739195-2021-09-08-20-29-55-1080p.jpg?v=1754584138,1,Attrezzo Di Montaggio Star Ratchet W20 x 1,false,Copy of DT SWISS - Raggio DT Competition 2.0/1.8/2.0  x 292mm - nero,,,,,,new,FALSE,DT Swiss,,,,,,,,,,g,,39.10,active
traction-pads-for-candy-711,Traction Pads for Candy 7/11,,CRANK BROTHERS,Parts > Pedals,Parts > Pedals,"accessory, CRANK BROTHERS, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'16057,0.0,shopify,deny,manual,11.90,16.90,true,true,'641300160577,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/641300160577.jpg?v=1754584137,1,Traction Pads for Candy 7/11,false,Traction Pads for Candy 7/11,,,,,,new,FALSE,CRANK BROTHERS,,,,,,,,,,g,,11.00,active
schuhplatten-standard-0-float,Schuhplatten Standard 0° Float,,CRANK BROTHERS,Parts > Pedals,Parts > Pedals,"accessory, CRANK BROTHERS, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'15338,0.0,shopify,deny,manual,19.90,29.90,true,true,'641300153388,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/451842-2023-10-06-14-11-31-1080p.jpg?v=1754584136,1,Schuhplatten Standard 0° Float,false,Schuhplatten Standard 0° Float,,,,,,new,FALSE,CRANK BROTHERS,,,,,,,,,,g,,19.50,active
schuhplatten-standard-6-float,Schuhplatten Standard 6° Float,,CRANK BROTHERS,Parts > Pedals,Parts > Pedals,"accessory, CRANK BROTHERS, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'10060,0.0,shopify,deny,manual,19.90,29.90,true,true,'641300600127,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/641300600127.jpg?v=1754584135,1,Schuhplatten Standard 6° Float,false,Schuhplatten Standard 6° Float,,,,,,new,FALSE,CRANK BROTHERS,,,,,,,,,,g,,19.50,active
rockshox-zeb-ultimate-rc2-29sb-170-glb44-a1,rockshox zeb ultimate rc2 29sb 170 glb44 a1,,Rockshox,Parts > Shocks & Suspension Forks,Parts > Shocks & Suspension Forks,"accessory, Dämpfer & Federgabel, imported-2025-08-07, imported-ecom, Rockshox, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,699.00,1179.00,true,true,'710845846809,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/zeb12.jpg?v=1754584134,1,rockshox zeb ultimate rc2 29sb 170 glb44 a1,false,rockshox zeb ultimate rc2 29sb 170 glb44 a1,,,,,,new,FALSE,Rockshox,,,,,,,,,,g,,699.00,active
rockshox-zeb-ultimate-rc2-29sb-170-gry-44-a1,rockshox zeb ultimate rc2 29sb 170 gry 44 a1,,Rockshox,Parts > Shocks & Suspension Forks,Parts > Shocks & Suspension Forks,"accessory, Dämpfer & Federgabel, imported-2025-08-07, imported-ecom, Rockshox, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,699.00,1179.00,true,true,'710845846830,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/rockshox-zeb-ultimate-charger-3-rc2-crown-29-180mm.jpg?v=1754584133,1,rockshox zeb ultimate rc2 29sb 170 gry 44 a1,false,rockshox zeb ultimate rc2 29sb 170 gry 44 a1,,,,,,new,FALSE,Rockshox,,,,,,,,,,g,,699.00,active
supporto-lampada-a-manubrio,Supporto lampada a manubrio,"<p>handlebar bracket for ACID e-bike front light, suitable for ACID PRO-E 110 and ACID PRO-E 140 High Beam, suitable handlebar diameters: 31.8 and 35 mm</p>",ACID,Accessories > Lights,Accessories > Lights,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör",true,Title,Default Title,,,,,,,,'93175,0.0,shopify,deny,manual,7.50,,true,true,'4054571187093,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/getimage.png?v=1754584133,1,Supporto lampada a manubrio,false,Supporto lampada a manubrio,"handlebar bracket for ACID e-bike front light, suitable for ACID PRO-E 110 and ACID PRO-E 140 High Beam, suitable handlebar diameters: 31.8 and 35 mm",,,,93175,new,FALSE,ACID,,,,,,,,,,g,,3.60,active
storm-box-untere-schutzhuelle-fuer-kinder-oder-andere-kostbare-fracht,"Storm Box, untere Schutzhülle für Kinder oder andere kostbare Fracht",,Tern,Accessories > Rain Protection,Accessories > Rain Protection,"accessory, imported-2025-08-07, imported-ecom, Regenschutz, Tern, Zubehör",true,Title,Default Title,,,,,,,,B.00003.0485.03.00,0.0,shopify,deny,manual,214.90,,true,true,'812741025897,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h9006g.jpg?v=1754584132,1,"Storm Box, untere Schutzhülle für Kinder oder andere kostbare Fracht",false,"Storm Box, protezione e cassa di trasporto per GSD",,,,,H9006G,new,FALSE,Tern,,,,,,,,,,g,,115.98,active
tappo-presa-batteria-bosch,Tappo presa batteria Bosch,,Mondraker,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Mondraker, Teile",true,Title,Default Title,,,,,,,,099.20020,0.0,shopify,deny,manual,6.00,,true,true,'8435392845458,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/mondraker-batterie-abdeckung-bosch-2020-n-a-main.jpg?v=1754584131,1,Tappo presa batteria Bosch,false,Tappo presa batteria Bosch,,,,,7009920020,new,FALSE,Mondraker,,,,,,,,,,g,,3.75,active
chaoyang-camera-daria-26x195-2125-presta-48mm,Chaoyang - Camera d'aria 26x1.95 / 2.125 Presta 48mm,,Chaoyang,Parts > Wheels,Parts > Wheels,"accessory, Chaoyang, imported-2025-08-07, imported-ecom, Räder, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,4.95,,true,true,'2547958010012,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/6927116185404.jpg?v=1754584130,1,Chaoyang - Camera d'aria 26x1.95 / 2.125 Presta 48mm,false,Chaoyang - Camera d'aria 26x1.95 / 2.125 Presta 48mm,,,,,,new,FALSE,Chaoyang,,,,,,,,,,g,,,active
recharging-cable-smartphone-cui100-bsp3200-micro-a-usb-c,Recharging cable Smartphone CUI100 / BSP3200 - Micro A - USB C,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'1270016792,0.0,shopify,deny,manual,11.90,,true,true,'4054289000868,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/usb-c.jpg?v=1754584129,1,Recharging cable Smartphone CUI100 / BSP3200 - Micro A - USB C,false,Recharging cable Smartphone CUI100 / BSP3200 - Micro A - USB C,,,,,56.77005,new,FALSE,Bosch,,,,,,,,,,g,,7.20,active
cavo-di-ricarica-smartphone-cui100-bsp3200,Cavo di ricarica Smartphone CUI100 / BSP3200,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'1270016790,0.0,shopify,deny,manual,29.90,,true,true,'4054289000844,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-77004.jpg?v=1754584129,1,Cavo di ricarica Smartphone CUI100 / BSP3200,false,Cavo di ricarica Smartphone CUI100 / BSP3200,,,,,56.77004,new,FALSE,Bosch,,,,,,,,,,g,,18.00,active
eddy-bottle-075l,"Eddy+ Bottle 0,75L",,LEATT,Accessories > Bottles,Accessories > Bottles,"accessory, bottle, hydration, imported-2025-08-07, imported-ecom, LEATT, Trinkflaschen, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,16.90,23.00,true,true,'7613019527623,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/10000970055-01.jpg?v=1754584128,1,"Eddy+ Bottle 0,75L",false,"Eddy+ Bottle 0,75L",,,,,,new,FALSE,LEATT,,,,,,,,,,g,,10.00,active
nexus-cj-7s40-inner-cable-fixing-bolt-unit,Nexus CJ 7S40 inner cable fixing bolt unit,,SHIMANO,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Getriebe und Übersetzung, hub-gear, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,B005K5CDHS,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/61mld-mxv1l-ac-sx679.jpg?v=1754584127,1,Nexus CJ 7S40 inner cable fixing bolt unit,false,Nexus CJ 7S40 inner cable fixing bolt unit,,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,12.00,active
etap-ladegeraet-sram,eTap Ladegerät Sram,,SRAM,Accessories,Accessories,"accessory, imported-2025-08-07, imported-ecom, SRAM, Zubehör",true,Title,Default Title,,,,,,,,00.3018.117.000,0.0,shopify,deny,manual,46.00,,true,true,'710845780752,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/d7520s.jpg?v=1754584126,1,eTap Ladegerät Sram,false,AM eTap Battery Charger - carica batterie + cavo,,,,,D7520S,new,FALSE,SRAM,,,,,,,,,,g,,35.77,active
metropolis-3-green-26,Metropolis 3 Green 26,,NS Bikes,Bikes > Dirt Bikes,Bikes > Dirt Bikes,"bicycle, bike, dirt, Dirt Bikes, imported-2025-08-07, imported-ecom, jump, NS Bikes, traditional, Velos",true,Title,Default Title,,,,,,,,101-006-2207-162-26,0.0,shopify,deny,manual,879.00,999.05,true,true,'2019090009549,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1454972-2021-12-01-18-29-05-1080p.jpg?v=1754584126,1,Metropolis 3 Green 26,false,Metropolis 3 Green 26,,,,,101-006-2207-162-26,new,FALSE,NS Bikes,,,,,,,,,,g,,657.06,active
mag-case-iphone-14-pro,mag case iphone 14 pro,,Quad Lock,Accessories > Handy,Accessories > Handy,"accessory, Handy, imported-2025-08-07, imported-ecom, Quad Lock, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,29.00,44.90,true,true,'9348943025980,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1838500-2022-09-16-13-47-12-352px.jpg?v=1754584124,1,mag case iphone 14 pro,false,mag case iphone 14 pro,,,,,,new,FALSE,Quad Lock,,,,,,,,,,g,,24.30,active
horn-switch-sn-st3-st5,Horn Switch SN ST3 ST5,,STROMER,Parts,Parts,"accessory, imported-2025-08-07, imported-ecom, STROMER, swiss, swiss-made, Teile",true,Title,Default Title,,,,,,,,'401583,0.0,shopify,deny,manual,27.00,,true,true,'2100000136510,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/ch-401583.png?v=1754584124,1,Horn Switch SN ST3 ST5,false,Horn Switch SN ST3 ST5,,,,,401583,new,FALSE,STROMER,,,,,,,,,,g,,17.10,active
tappi-manubrio,Tappi manubrio,,PRO,Parts > Handlebars,Parts > Handlebars,"accessory, imported-2025-08-07, imported-ecom, Lenker, PRO, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,5.00,,true,true,'7630017887986,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/22-56501.jpg?v=1754584123,1,Tappi manubrio,false,Tappi manubrio,,,,,,new,FALSE,PRO,,,,,,,,,,g,,1.45,active
smart-sam-24x210,Smart Sam 24x2.10,,SCHWALBE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,24.68536,0.0,shopify,deny,manual,29.90,,true,true,'4026495820103,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-68542-001_deafed58-1f30-45ef-a005-1ef011cef733.jpg?v=1754584122,1,Smart Sam 24x2.10,false,Smart Sam 24x2.10,,,,,24.68536,new,FALSE,SCHWALBE,,,,,,,,,,g,,14.30,active
raccordo-pompa,raccordo pompa,,SKS,Accessories > Tools,Accessories > Tools,"imported-2025-08-07, imported-ecom, maintenance, repair, SKS, tool, Werkstatt / Werkzeuge, workshop, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,25.90,,true,true,'4002556276553,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12-46790.jpg?v=1754584121,1,raccordo pompa,false,raccordo pompa,,,,,,new,FALSE,SKS,,,,,,,,,,g,,,active
amfib-lite-skull-cap-black,AmFIB Lite Skull Cap black,,Pearl iZUMi,Accessories > Clothing,Accessories > Clothing,"apparel, Bekleidung, clothing, gear, imported-2025-08-07, imported-ecom, Pearl iZUMi, Zubehör",true,Title,Default Title,,,,,,,,14362205 021,0.0,shopify,deny,manual,9.00,35.00,true,true,'191234922876,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/57-83960-fr.jpg?v=1754584120,1,AmFIB Lite Skull Cap black,false,AmFIB Lite Skull Cap black,,,,,57.83960_ONESI,new,FALSE,Pearl iZUMi,,,,,,,,,,g,,17.45,active
distribution-board,Distribution Board,,STROMER,Parts,Parts,"accessory, imported-2025-08-07, imported-ecom, STROMER, swiss, swiss-made, Teile",true,Title,Default Title,,,,,,,,'402349,0.0,shopify,deny,manual,48.00,,true,true,'2100000135960,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/ch-402349.jpg?v=1754584119,1,Distribution Board,false,Distribution Board,,,,,402349,new,FALSE,STROMER,,,,,,,,,,g,,15.30,active
ursus-r78-king-2-rear-18mm-my21,"Ursus R78 King 2 Rear, 18mm MY21",,Ursus,Accessories > Stands,Accessories > Stands,"imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Ursus, Zubehör",true,Title,Default Title,,,,,,,,HS 87149990,0.0,shopify,deny,manual,25.00,,true,true,'2100000135940,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/king-evo-rear-18-600x483.jpg?v=1754584118,1,"Ursus R78 King 2 Rear, 18mm MY21",false,"Ursus R78 King 2 Rear, 18mm MY21",,,,,HS 87149990,new,FALSE,Ursus,,,,,,,,,,g,,12.10,active
ruota-completa-wh-mt620-275-15mm-110mm,"Ruota completa WH-MT620, 27.5"",	15mm, 110mm",,SHIMANO,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SHIMANO, Teile",true,Title,Default Title,,,,,,,,EWHMT620LFEBD7BX,0.0,shopify,deny,manual,120.00,,true,true,'192790504667,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/79-75588-p.jpg?v=1754584118,1,"Ruota completa WH-MT620, 27.5"",	15mm, 110mm",false,"Ruota completa WH-MT620, 27.5"",	15mm, 110mm",,,,,79.75587,new,FALSE,SHIMANO,,,,,,,,,,g,,99.50,active
mini-pompa-easypump-264mm,Mini-pompa EasyPump 264mm,,Bosch,Accessories > Pumps,Accessories > Pumps,"Bosch, imported-2025-08-07, imported-ecom, inflation, pump, Pumpen, tool, Zubehör",true,Title,Default Title,,,,,,,,'0603947000,0.0,shopify,deny,manual,89.00,,true,true,'3165140997010,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12-85877.jpg?v=1754584116,1,Mini-pompa EasyPump 264mm,false,Mini-pompa EasyPump 264mm,,,,,12.85877,new,FALSE,Bosch,,,,,,,,,,g,,52.00,active
air-plus-sv13ap-26-4062-559-presta-valve-40mm,"AIR PLUS - SV13AP 26"" 40/62-559 Presta Valve 40mm",,SCHWALBE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,'10461393,0.0,shopify,deny,manual,13.90,,true,true,'4026495871679,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-78835-de1.jpg?v=1754584115,1,"AIR PLUS - SV13AP 26"" 40/62-559 Presta Valve 40mm",false,"AIR PLUS - SV13AP 26"" 40/62-559 Presta Valve 40mm",,,,,24.78832,new,FALSE,SCHWALBE,,,,,,,,,,g,,4.00,active
display-connection-cable-bch3611-300mm,"Display connection cable BCH3611, 300mm",,Bosch,Accessories > Handy,Accessories > Handy,"accessory, Bosch, Handy, imported-2025-08-07, imported-ecom, Zubehör",true,Title,Default Title,,,,,,,,EB1212000A,0.0,shopify,deny,manual,11.90,,true,true,'4054289005368,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-83029.jpg?v=1754584115,1,"Display connection cable BCH3611, 300mm",false,"Display connection cable BCH3611, 300mm",,,,,56.83030,new,FALSE,Bosch,,,,,,,,,,g,,7.20,active
hanger-n34-mtb-dm-occam-2016-2019,hanger N°34 MTB DM (Occam 2016 - 2019),,Orbea,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Orbea, Teile",true,Title,Default Title,,,,,,,,X752,0.0,shopify,deny,manual,29.00,,true,true,'434446990434,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/x752ttcc.jpg?v=1754584115,1,hanger N°34 MTB DM (Occam 2016 - 2019),false,hanger N°34 MTB DM (Occam 2016 - 2019),,,,,,new,FALSE,Orbea,,,,,,,,,,g,,18.82,active
bremsbelaege-avid-bb5-organisch-tour-1-paar,"Bremsbeläge Avid BB5 organisch-tour, 1 Paar",,AVID,Parts > Brakes,Parts > Brakes,"accessory, AVID, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,H8230K,0.0,shopify,deny,manual,14.00,,true,true,'8716683106411,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h8230k.jpg?v=1754584113,1,"Bremsbeläge Avid BB5 organisch-tour, 1 Paar",false,"Bremsbeläge Avid BB5 organisch-tour, 1 Paar",,,,,,new,FALSE,AVID,,,,,,,,,,g,,6.86,active
